x,y,Width,Height,Score,Label,Person,Image,ImagePath,,Positive
"1902","1318","3336","1779","0.12676","blueSunglasses","Person9","Person9_20","MC2-Image-Data/Person9/Person9_20.jpg","","TRUE"
"660","34","281","68","0.06939","brownDie","Person9","Person9_6","MC2-Image-Data/Person9/Person9_6.jpg","","FALSE"
"1306","2147","1397","2912","0.84797","cactusPaper","Person9","Person9_22","MC2-Image-Data/Person9/Person9_22.jpg","","TRUE"
"2932","1199","1509","792","0.89206","blueSunglasses","Person9","Person9_8","MC2-Image-Data/Person9/Person9_8.jpg","","TRUE"
"3922","2354","219","334","0.05428","voiceRecorder","Person9","Person9_12","MC2-Image-Data/Person9/Person9_12.jpg","","FALSE"
"1977","131","501","249","0.88197","blueSunglasses","Person9","Person9_12","MC2-Image-Data/Person9/Person9_12.jpg","","TRUE"
"1666","2048","1456","2856","0.87402","cactusPaper","Person9","Person9_21","MC2-Image-Data/Person9/Person9_21.jpg","","TRUE"
"272","1949","538","356","0.05729","blueSunglasses","Person9","Person9_13","MC2-Image-Data/Person9/Person9_13.jpg","","FALSE"
"589","2427","1180","703","0.06419","birdCall","Person9","Person9_15","MC2-Image-Data/Person9/Person9_15.jpg","","FALSE"
"2231","1257","2350","1017","0.87231","blueSunglasses","Person9","Person9_25","MC2-Image-Data/Person9/Person9_25.jpg","","TRUE"
"2895","889","1369","1067","0.112","partyFavor","Person9","Person9_14","MC2-Image-Data/Person9/Person9_14.jpg","","FALSE"
"220","1900","440","389","0.44339","blueSunglasses","Person9","Person9_14","MC2-Image-Data/Person9/Person9_14.jpg","","FALSE"
"3096","2256","1871","1535","0.25071","vancouverCards","Person9","Person9_26","MC2-Image-Data/Person9/Person9_26.jpg","","FALSE"
"2377","1241","1851","729","0.79131","blueSunglasses","Person9","Person9_7","MC2-Image-Data/Person9/Person9_7.jpg","","TRUE"
"233","237","434","466","0.06796","birdCall","Person9","Person9_16","MC2-Image-Data/Person9/Person9_16.jpg","","FALSE"
"2111","1558","2760","1213","0.84733","blueSunglasses","Person9","Person9_16","MC2-Image-Data/Person9/Person9_16.jpg","","TRUE"
"2167","1602","929","2752","0.78554","gClamp","Person9","Person9_5","MC2-Image-Data/Person9/Person9_5.jpg","","TRUE"
"1713","1309","1172","715","0.84594","hairRoller","Person9","Person9_3","MC2-Image-Data/Person9/Person9_3.jpg","","TRUE"
"1319","1578","1116","2563","0.74616","cactusPaper","Person9","Person9_23","MC2-Image-Data/Person9/Person9_23.jpg","","TRUE"
"2443","1633","1730","1941","0.93657","stickerBox","Person9","Person9_1","MC2-Image-Data/Person9/Person9_1.jpg","","TRUE"
"1980","1343","772","639","0.85437","blueSunglasses","Person9","Person9_10","MC2-Image-Data/Person9/Person9_10.jpg","","TRUE"
"1239","2061","1429","3098","0.83582","cactusPaper","Person9","Person9_24","MC2-Image-Data/Person9/Person9_24.jpg","","TRUE"
"1790","1500","851","596","0.90316","blueSunglasses","Person9","Person9_9","MC2-Image-Data/Person9/Person9_9.jpg","","TRUE"
"1946","1230","2553","1036","0.19809","metalKey","Person9","Person9_2","MC2-Image-Data/Person9/Person9_2.jpg","","TRUE"
"1338","923","1187","1224","0.1907","gyroscope","Person26","Person26_5","MC2-Image-Data/Person26/Person26_5.jpg","","FALSE"
"1345","924","1144","1205","0.24554","cloudSign","Person26","Person26_5","MC2-Image-Data/Person26/Person26_5.jpg","","TRUE"
"159","75","239","152","0.07655","birdCall","Person26","Person26_6","MC2-Image-Data/Person26/Person26_6.jpg","","FALSE"
"530","786","307","374","0.63778","voiceRecorder","Person26","Person26_3","MC2-Image-Data/Person26/Person26_3.jpg","","TRUE"
"1640","1048","642","680","0.70918","legoBracelet","Person13","Person13_28","MC2-Image-Data/Person13/Person13_28.jpg","","TRUE"
"1616","921","1363","1775","0.76163","blueSunglasses","Person13","Person13_6","MC2-Image-Data/Person13/Person13_6.jpg","","TRUE"
"2939","750","757","516","0.70989","partyFavor","Person13","Person13_33","MC2-Image-Data/Person13/Person13_33.jpg","","TRUE"
"2924","1034","786","828","0.29765","partyFavor","Person13","Person13_3","MC2-Image-Data/Person13/Person13_3.jpg","","TRUE"
"1235","1345","968","736","0.86584","cupcakePaper","Person13","Person13_3","MC2-Image-Data/Person13/Person13_3.jpg","","TRUE"
"1485","653","1419","819","0.94477","blueSunglasses","Person13","Person13_2","MC2-Image-Data/Person13/Person13_2.jpg","","TRUE"
"1969","527","1407","942","0.86868","blueSunglasses","Person13","Person13_10","MC2-Image-Data/Person13/Person13_10.jpg","","TRUE"
"655","610","1312","1189","0.75845","blueSunglasses","Person13","Person13_14","MC2-Image-Data/Person13/Person13_14.jpg","","TRUE"
"2727","738","2550","1430","0.95038","paperPlate","Person13","Person13_14","MC2-Image-Data/Person13/Person13_14.jpg","","TRUE"
"3351","1243","739","509","0.70771","voiceRecorder","Person13","Person13_7","MC2-Image-Data/Person13/Person13_7.jpg","","FALSE"
"1947","941","1625","1449","0.72711","partyFavor","Person13","Person13_26","MC2-Image-Data/Person13/Person13_26.jpg","","TRUE"
"1778","550","886","615","0.75435","partyFavor","Person13","Person13_26","MC2-Image-Data/Person13/Person13_26.jpg","","TRUE"
"1966","974","2283","877","0.15781","birdCall","Person13","Person13_11","MC2-Image-Data/Person13/Person13_11.jpg","","FALSE"
"3859","1125","325","612","0.41537","metalKey","Person13","Person13_11","MC2-Image-Data/Person13/Person13_11.jpg","","FALSE"
"2020","895","359","216","0.25065","cupcakePaper","Person13","Person13_18","MC2-Image-Data/Person13/Person13_18.jpg","","FALSE"
"1365","1113","655","411","0.88799","blueSunglasses","Person13","Person13_37","MC2-Image-Data/Person13/Person13_37.jpg","","TRUE"
"1782","1038","1229","1239","0.91458","paperPlate","Person13","Person13_9","MC2-Image-Data/Person13/Person13_9.jpg","","TRUE"
"1510","849","858","852","0.68291","miniCards","Person13","Person13_12","MC2-Image-Data/Person13/Person13_12.jpg","","TRUE"
"1710","1017","726","759","0.71757","partyFavor","Person13","Person13_34","MC2-Image-Data/Person13/Person13_34.jpg","","TRUE"
"1962","1103","1685","1263","0.91703","miniCards","Person13","Person13_30","MC2-Image-Data/Person13/Person13_30.jpg","","TRUE"
"1494","968","2289","1935","0.94801","paperPlate","Person13","Person13_29","MC2-Image-Data/Person13/Person13_29.jpg","","TRUE"
"1690","787","1241","1108","0.87705","birdCall","Person13","Person13_24","MC2-Image-Data/Person13/Person13_24.jpg","","TRUE"
"240","1039","482","1317","0.09566","carabiner","Person13","Person13_19","MC2-Image-Data/Person13/Person13_19.jpg","","FALSE"
"1820","979","2388","1476","0.80458","paperPlate","Person13","Person13_1","MC2-Image-Data/Person13/Person13_1.jpg","","TRUE"
"2291","979","1989","1866","0.94852","paperPlate","Person13","Person13_16","MC2-Image-Data/Person13/Person13_16.jpg","","TRUE"
"2116","563","1152","991","0.92984","cupcakePaper","Person13","Person13_8","MC2-Image-Data/Person13/Person13_8.jpg","","TRUE"
"2450","1038","1526","1215","0.94893","miniCards","Person13","Person13_25","MC2-Image-Data/Person13/Person13_25.jpg","","TRUE"
"1779","1232","704","558","0.07458","miniCards","Person13","Person13_35","MC2-Image-Data/Person13/Person13_35.jpg","","FALSE"
"2952","539","2158","1078","0.12374","paperPlate","Person13","Person13_31","MC2-Image-Data/Person13/Person13_31.jpg","","TRUE"
"1321","954","748","805","0.17446","miniCards","Person13","Person13_31","MC2-Image-Data/Person13/Person13_31.jpg","","FALSE"
"1303","965","752","812","0.63296","hairClip","Person13","Person13_31","MC2-Image-Data/Person13/Person13_31.jpg","","TRUE"
"3252","1075","1560","1618","0.29555","birdCall","Person13","Person13_4","MC2-Image-Data/Person13/Person13_4.jpg","","FALSE"
"1435","921","1134","1023","0.9434","miniCards","Person13","Person13_4","MC2-Image-Data/Person13/Person13_4.jpg","","TRUE"
"1911","1211","1308","1181","0.85468","cupcakePaper","Person13","Person13_13","MC2-Image-Data/Person13/Person13_13.jpg","","TRUE"
"1997","814","1244","685","0.51723","blueSunglasses","Person13","Person13_27","MC2-Image-Data/Person13/Person13_27.jpg","","TRUE"
"1145","912","863","867","0.91143","partyFavor","Person13","Person13_5","MC2-Image-Data/Person13/Person13_5.jpg","","TRUE"
"1126","1028","933","914","0.6566","blueSunglasses","Person13","Person13_32","MC2-Image-Data/Person13/Person13_32.jpg","","TRUE"
"2862","1044","1340","1098","0.88204","yellowBag","Person21","Person21_1","MC2-Image-Data/Person21/Person21_1.jpg","","TRUE"
"2976","1651","1024","994","0.88879","pumpkinNotes","Person21","Person21_2","MC2-Image-Data/Person21/Person21_2.jpg","","TRUE"
"925","533","364","413","0.67755","partyFavor","Person21","Person21_4","MC2-Image-Data/Person21/Person21_4.jpg","","TRUE"
"372","3166","601","194","0.13149","lavenderDie","Person17","Person17_36","MC2-Image-Data/Person17/Person17_36.jpg","","FALSE"
"382","3164","634","191","0.29247","eyeball","Person17","Person17_36","MC2-Image-Data/Person17/Person17_36.jpg","","FALSE"
"1897","823","2036","1608","0.05978","birdCall","Person17","Person17_41","MC2-Image-Data/Person17/Person17_41.jpg","","FALSE"
"3180","354","157","674","0.10139","hairClip","Person17","Person17_41","MC2-Image-Data/Person17/Person17_41.jpg","","FALSE"
"1459","1886","660","680","0.90009","miniCards","Person17","Person17_41","MC2-Image-Data/Person17/Person17_41.jpg","","TRUE"
"500","1089","988","797","0.05464","voiceRecorder","Person17","Person17_18","MC2-Image-Data/Person17/Person17_18.jpg","","FALSE"
"1147","2300","434","362","0.06423","stickerBox","Person17","Person17_32","MC2-Image-Data/Person17/Person17_32.jpg","","FALSE"
"896","2984","1252","558","0.06007","eyeball","Person17","Person17_28","MC2-Image-Data/Person17/Person17_28.jpg","","FALSE"
"82","1666","165","633","0.3323","partyFavor","Person17","Person17_23","MC2-Image-Data/Person17/Person17_23.jpg","","FALSE"
"1215","2074","787","635","0.92325","glassBead","Person17","Person17_39","MC2-Image-Data/Person17/Person17_39.jpg","","TRUE"
"102","2319","199","1492","0.19818","silverStraw","Person17","Person17_60","MC2-Image-Data/Person17/Person17_60.jpg","","FALSE"
"1932","1398","706","775","0.82979","glassBead","Person17","Person17_40","MC2-Image-Data/Person17/Person17_40.jpg","","TRUE"
"670","2410","184","190","0.11894","lavenderDie","Person17","Person17_51","MC2-Image-Data/Person17/Person17_51.jpg","","TRUE"
"58","192","113","365","0.19956","partyFavor","Person17","Person17_51","MC2-Image-Data/Person17/Person17_51.jpg","","TRUE"
"470","2225","472","420","0.24676","rubiksCube","Person17","Person17_13","MC2-Image-Data/Person17/Person17_13.jpg","","FALSE"
"1032","3167","348","194","0.05603","pinkCandle","Person17","Person17_62","MC2-Image-Data/Person17/Person17_62.jpg","","FALSE"
"1082","1256","202","226","0.20043","lavenderDie","Person17","Person17_7","MC2-Image-Data/Person17/Person17_7.jpg","","TRUE"
"77","1601","155","577","0.07214","partyFavor","Person17","Person17_35","MC2-Image-Data/Person17/Person17_35.jpg","","FALSE"
"1329","3191","533","143","0.07728","hairRoller","Person17","Person17_61","MC2-Image-Data/Person17/Person17_61.jpg","","FALSE"
"2036","1393","2040","1968","0.11368","cupcakePaper","Person17","Person17_4","MC2-Image-Data/Person17/Person17_4.jpg","","FALSE"
"3035","2234","456","426","0.77111","glassBead","Person17","Person17_3","MC2-Image-Data/Person17/Person17_3.jpg","","TRUE"
"1825","1036","1244","1736","0.14164","eyeball","Person17","Person17_27","MC2-Image-Data/Person17/Person17_27.jpg","","FALSE"
"2332","343","230","654","0.18813","eyeball","Person17","Person17_27","MC2-Image-Data/Person17/Person17_27.jpg","","TRUE"
"1320","1747","1397","659","0.06234","partyFavor","Person17","Person17_44","MC2-Image-Data/Person17/Person17_44.jpg","","FALSE"
"1129","1846","909","453","0.68739","glassBead","Person17","Person17_38","MC2-Image-Data/Person17/Person17_38.jpg","","TRUE"
"1215","2845","2423","831","0.09191","blueSunglasses","Person17","Person17_45","MC2-Image-Data/Person17/Person17_45.jpg","","TRUE"
"1678","2047","1538","1838","0.14512","glassBead","Person17","Person17_34","MC2-Image-Data/Person17/Person17_34.jpg","","FALSE"
"1846","1310","455","620","0.45382","glassBead","Person17","Person17_8","MC2-Image-Data/Person17/Person17_8.jpg","","TRUE"
"2392","1036","110","697","0.05842","hairClip","Person17","Person17_42","MC2-Image-Data/Person17/Person17_42.jpg","","FALSE"
"92","2807","173","380","0.36345","lavenderDie","Person17","Person17_52","MC2-Image-Data/Person17/Person17_52.jpg","","FALSE"
"285","1658","569","353","0.1469","partyFavor","Person17","Person17_20","MC2-Image-Data/Person17/Person17_20.jpg","","FALSE"
"1293","1135","510","265","0.64633","partyFavor","Person17","Person17_58","MC2-Image-Data/Person17/Person17_58.jpg","","TRUE"
"1308","2424","946","826","0.86451","glassBead","Person17","Person17_54","MC2-Image-Data/Person17/Person17_54.jpg","","TRUE"
"2688","2184","1151","505","0.14077","cowbell","Person17","Person17_64","MC2-Image-Data/Person17/Person17_64.jpg","","FALSE"
"1787","731","1698","1463","0.1669","yellowBag","Person17","Person17_64","MC2-Image-Data/Person17/Person17_64.jpg","","FALSE"
"1280","1172","399","390","0.33084","partyFavor","Person17","Person17_30","MC2-Image-Data/Person17/Person17_30.jpg","","FALSE"
"1945","650","934","692","0.36429","partyFavor","Person17","Person17_33","MC2-Image-Data/Person17/Person17_33.jpg","","FALSE"
"158","1283","316","593","0.42821","partyFavor","Person17","Person17_33","MC2-Image-Data/Person17/Person17_33.jpg","","FALSE"
"883","1885","1731","2595","0.55051","giftBag","Person17","Person17_22","MC2-Image-Data/Person17/Person17_22.jpg","","TRUE"
"1389","1294","146","161","0.1326","lavenderDie","Person17","Person17_46","MC2-Image-Data/Person17/Person17_46.jpg","","TRUE"
"1965","1765","1930","2660","0.71918","noisemaker","Person2","Person2_11","MC2-Image-Data/Person2/Person2_11.jpg","","TRUE"
"1728","1757","359","346","0.20673","voiceRecorder","Person2","Person2_3","MC2-Image-Data/Person2/Person2_3.jpg","","FALSE"
"1952","1256","1701","1291","0.82894","blueSunglasses","Person2","Person2_3","MC2-Image-Data/Person2/Person2_3.jpg","","TRUE"
"1730","1760","337","309","0.87855","brownDie","Person2","Person2_3","MC2-Image-Data/Person2/Person2_3.jpg","","TRUE"
"1766","1920","1804","3031","0.07242","noisemaker","Person2","Person2_1","MC2-Image-Data/Person2/Person2_1.jpg","","TRUE"
"2110","963","879","1009","0.45223","yellowBalloon","Person2","Person2_1","MC2-Image-Data/Person2/Person2_1.jpg","","TRUE"
"2628","1462","805","1029","0.10188","spiderRing","Person2","Person2_5","MC2-Image-Data/Person2/Person2_5.jpg","","TRUE"
"1729","1651","1422","1222","0.30735","metalKey","Person2","Person2_5","MC2-Image-Data/Person2/Person2_5.jpg","","TRUE"
"1834","2135","493","395","0.78815","brownDie","Person2","Person2_5","MC2-Image-Data/Person2/Person2_5.jpg","","TRUE"
"1212","2069","1206","1406","0.814","metalKey","Person2","Person2_2","MC2-Image-Data/Person2/Person2_2.jpg","","TRUE"
"1256","902","2369","1175","0.08211","noisemaker","Person2","Person2_12","MC2-Image-Data/Person2/Person2_12.jpg","","TRUE"
"1426","2598","2318","1182","0.74739","noisemaker","Person2","Person2_12","MC2-Image-Data/Person2/Person2_12.jpg","","TRUE"
"2044","1495","747","870","0.68962","spiderRing","Person2","Person2_7","MC2-Image-Data/Person2/Person2_7.jpg","","TRUE"
"817","1949","495","465","0.87255","spiderRing","Person2","Person2_8","MC2-Image-Data/Person2/Person2_8.jpg","","TRUE"
"1098","2591","1078","607","0.87257","metalKey","Person2","Person2_8","MC2-Image-Data/Person2/Person2_8.jpg","","TRUE"
"1287","2261","2515","2336","0.74444","yellowBalloon","Person2","Person2_6","MC2-Image-Data/Person2/Person2_6.jpg","","TRUE"
"2525","1818","1583","1736","0.92671","yellowBag","Person12","Person12_13","MC2-Image-Data/Person12/Person12_13.jpg","","TRUE"
"2715","1333","4937","2666","0.05309","cactusPaper","Person12","Person12_3","MC2-Image-Data/Person12/Person12_3.jpg","","TRUE"
"1507","2060","2771","1648","0.16271","partyFavor","Person12","Person12_6","MC2-Image-Data/Person12/Person12_6.jpg","","FALSE"
"2870","1633","964","980","0.8973","pumpkinNotes","Person12","Person12_4","MC2-Image-Data/Person12/Person12_4.jpg","","TRUE"
"3642","1833","1453","1485","0.9055","yellowBag","Person12","Person12_2","MC2-Image-Data/Person12/Person12_2.jpg","","TRUE"
"326","2745","653","1421","0.24842","cupcakePaper","Person12","Person12_5","MC2-Image-Data/Person12/Person12_5.jpg","","FALSE"
"2476","2467","628","545","0.83408","pumpkinNotes","Person12","Person12_5","MC2-Image-Data/Person12/Person12_5.jpg","","TRUE"
"2469","1728","811","3456","0.05195","noisemaker","Person12","Person12_9","MC2-Image-Data/Person12/Person12_9.jpg","","TRUE"
"2575","1890","873","813","0.65597","pumpkinNotes","Person12","Person12_15","MC2-Image-Data/Person12/Person12_15.jpg","","TRUE"
"2144","1597","3811","1278","0.56633","noisemaker","Person12","Person12_10","MC2-Image-Data/Person12/Person12_10.jpg","","TRUE"
"2417","1635","4550","1120","0.61118","noisemaker","Person12","Person12_7","MC2-Image-Data/Person12/Person12_7.jpg","","TRUE"
"2477","1679","1240","1276","0.91478","yellowBag","Person12","Person12_1","MC2-Image-Data/Person12/Person12_1.jpg","","TRUE"
"1699","1452","3294","2551","0.74197","paperPlate","Person37","Person37_10","MC2-Image-Data/Person37/Person37_10.jpg","","TRUE"
"1959","1475","1161","1427","0.91786","redDart","Person37","Person37_6","MC2-Image-Data/Person37/Person37_6.jpg","","TRUE"
"2002","1492","3299","1056","0.42107","rainbowPens","Person37","Person37_23","MC2-Image-Data/Person37/Person37_23.jpg","","TRUE"
"2972","1548","1178","875","0.64581","gyroscope","Person37","Person37_23","MC2-Image-Data/Person37/Person37_23.jpg","","TRUE"
"1767","1629","2309","2063","0.25378","partyFavor","Person37","Person37_7","MC2-Image-Data/Person37/Person37_7.jpg","","TRUE"
"970","1288","1111","668","0.09482","pinkEraser","Person37","Person37_16","MC2-Image-Data/Person37/Person37_16.jpg","","FALSE"
"949","1312","1078","668","0.35183","noisemaker","Person37","Person37_16","MC2-Image-Data/Person37/Person37_16.jpg","","TRUE"
"1684","1176","846","686","0.79818","gyroscope","Person37","Person37_2","MC2-Image-Data/Person37/Person37_2.jpg","","TRUE"
"2175","1753","754","968","0.9408","gyroscope","Person37","Person37_2","MC2-Image-Data/Person37/Person37_2.jpg","","TRUE"
"1287","1329","476","437","0.73558","gyroscope","Person37","Person37_18","MC2-Image-Data/Person37/Person37_18.jpg","","TRUE"
"2662","2020","566","443","0.91652","gyroscope","Person37","Person37_18","MC2-Image-Data/Person37/Person37_18.jpg","","TRUE"
"2263","1366","1356","1359","0.86893","hairRoller","Person37","Person37_8","MC2-Image-Data/Person37/Person37_8.jpg","","TRUE"
"2455","2025","1991","1997","0.05472","cloudSign","Person37","Person37_22","MC2-Image-Data/Person37/Person37_22.jpg","","TRUE"
"2078","1104","3795","1158","0.09214","noisemaker","Person37","Person37_22","MC2-Image-Data/Person37/Person37_22.jpg","","TRUE"
"1901","1571","2520","2359","0.85344","noisemaker","Person37","Person37_1","MC2-Image-Data/Person37/Person37_1.jpg","","TRUE"
"2054","1435","2383","2208","0.8977","paperPlate","Person37","Person37_4","MC2-Image-Data/Person37/Person37_4.jpg","","TRUE"
"542","1885","1031","2276","0.05275","cloudSign","Person37","Person37_13","MC2-Image-Data/Person37/Person37_13.jpg","","TRUE"
"2637","1459","1698","1776","0.91959","paperPlate","Person37","Person37_13","MC2-Image-Data/Person37/Person37_13.jpg","","TRUE"
"2413","879","682","457","0.13031","partyFavor","Person37","Person37_9","MC2-Image-Data/Person37/Person37_9.jpg","","TRUE"
"3449","1623","1134","2739","0.15235","noisemaker","Person37","Person37_9","MC2-Image-Data/Person37/Person37_9.jpg","","TRUE"
"1663","1720","309","380","0.24922","hairRoller","Person37","Person37_9","MC2-Image-Data/Person37/Person37_9.jpg","","FALSE"
"1509","740","1009","844","0.4088","paperPlate","Person37","Person37_9","MC2-Image-Data/Person37/Person37_9.jpg","","TRUE"
"503","1865","331","600","0.6425","gyroscope","Person37","Person37_9","MC2-Image-Data/Person37/Person37_9.jpg","","TRUE"
"2053","1460","1767","2048","0.92977","cloudSign","Person37","Person37_5","MC2-Image-Data/Person37/Person37_5.jpg","","TRUE"
"2431","1106","1470","1286","0.6061","redDart","Person37","Person37_24","MC2-Image-Data/Person37/Person37_24.jpg","","TRUE"
"2329","1491","1791","1937","0.92233","paperPlate","Person37","Person37_15","MC2-Image-Data/Person37/Person37_15.jpg","","TRUE"
"1172","2108","881","1292","0.18229","gyroscope","Person37","Person37_12","MC2-Image-Data/Person37/Person37_12.jpg","","FALSE"
"1173","2058","837","1109","0.58705","redWhistle","Person37","Person37_12","MC2-Image-Data/Person37/Person37_12.jpg","","TRUE"
"2261","1404","519","521","0.81033","gyroscope","Person37","Person37_12","MC2-Image-Data/Person37/Person37_12.jpg","","TRUE"
"2264","1405","512","489","0.84203","redWhistle","Person37","Person37_12","MC2-Image-Data/Person37/Person37_12.jpg","","TRUE"
"2180","1445","2146","2112","0.35616","noisemaker","Person37","Person37_17","MC2-Image-Data/Person37/Person37_17.jpg","","TRUE"
"2414","1507","2950","3013","0.78289","paperPlate","Person37","Person37_20","MC2-Image-Data/Person37/Person37_20.jpg","","TRUE"
"1627","2939","422","168","0.07952","pinkCandle","Person37","Person37_21","MC2-Image-Data/Person37/Person37_21.jpg","","FALSE"
"2291","1660","2400","1202","0.39384","redDart","Person37","Person37_21","MC2-Image-Data/Person37/Person37_21.jpg","","TRUE"
"1977","1436","1038","1199","0.82543","gyroscope","Person37","Person37_3","MC2-Image-Data/Person37/Person37_3.jpg","","TRUE"
"2010","1276","3276","785","0.29955","noisemaker","Person37","Person37_11","MC2-Image-Data/Person37/Person37_11.jpg","","TRUE"
"1888","1885","3114","731","0.34352","noisemaker","Person37","Person37_11","MC2-Image-Data/Person37/Person37_11.jpg","","TRUE"
"3857","2673","348","699","0.17511","birdCall","Person37","Person37_14","MC2-Image-Data/Person37/Person37_14.jpg","","FALSE"
"2628","1566","2210","2292","0.90586","paperPlate","Person37","Person37_14","MC2-Image-Data/Person37/Person37_14.jpg","","TRUE"
"2925","1914","1630","1420","0.91695","turtle","Person33","Person33_50","MC2-Image-Data/Person33/Person33_50.jpg","","TRUE"
"1870","1344","911","597","0.82736","turtle","Person33","Person33_55","MC2-Image-Data/Person33/Person33_55.jpg","","TRUE"
"3244","2044","1108","2242","0.05079","redBow","Person33","Person33_43","MC2-Image-Data/Person33/Person33_43.jpg","","FALSE"
"3252","2076","1138","2231","0.11229","birdCall","Person33","Person33_43","MC2-Image-Data/Person33/Person33_43.jpg","","FALSE"
"3298","1657","4479","3068","0.30392","birdCall","Person33","Person33_43","MC2-Image-Data/Person33/Person33_43.jpg","","FALSE"
"3286","1600","5065","3028","0.42741","giftBag","Person33","Person33_43","MC2-Image-Data/Person33/Person33_43.jpg","","FALSE"
"1020","3536","969","783","0.4881","turtle","Person33","Person33_43","MC2-Image-Data/Person33/Person33_43.jpg","","TRUE"
"1664","1440","704","1560","0.05149","foamDart","Person33","Person33_59","MC2-Image-Data/Person33/Person33_59.jpg","","TRUE"
"1690","2598","784","3933","0.30412","silverStraw","Person33","Person33_59","MC2-Image-Data/Person33/Person33_59.jpg","","FALSE"
"536","1005","1047","1171","0.82867","giftBag","Person33","Person33_22","MC2-Image-Data/Person33/Person33_22.jpg","","TRUE"
"2950","2147","3333","3415","0.25437","birdCall","Person33","Person33_51","MC2-Image-Data/Person33/Person33_51.jpg","","FALSE"
"620","641","381","334","0.38582","turtle","Person33","Person33_16","MC2-Image-Data/Person33/Person33_16.jpg","","TRUE"
"2815","812","1546","982","0.20389","turtle","Person33","Person33_46","MC2-Image-Data/Person33/Person33_46.jpg","","TRUE"
"2880","2021","2760","1734","0.34838","cupcakePaper","Person33","Person33_46","MC2-Image-Data/Person33/Person33_46.jpg","","FALSE"
"2273","1722","3209","1241","0.12205","redBow","Person33","Person33_31","MC2-Image-Data/Person33/Person33_31.jpg","","FALSE"
"2264","1698","3150","1334","0.12374","hairRoller","Person33","Person33_31","MC2-Image-Data/Person33/Person33_31.jpg","","TRUE"
"341","464","229","164","0.91848","redWhistle","Person33","Person33_5","MC2-Image-Data/Person33/Person33_5.jpg","","TRUE"
"1120","1753","2240","2409","0.09142","foamDart","Person33","Person33_41","MC2-Image-Data/Person33/Person33_41.jpg","","TRUE"
"935","134","188","124","0.91667","redWhistle","Person33","Person33_8","MC2-Image-Data/Person33/Person33_8.jpg","","TRUE"
"724","701","939","654","0.10459","rainbowPens","Person33","Person33_27","MC2-Image-Data/Person33/Person33_27.jpg","","TRUE"
"724","747","951","560","0.18061","redDart","Person33","Person33_27","MC2-Image-Data/Person33/Person33_27.jpg","","FALSE"
"3537","1584","688","1027","0.09766","hairClip","Person33","Person33_52","MC2-Image-Data/Person33/Person33_52.jpg","","FALSE"
"1935","1988","1062","763","0.66486","turtle","Person33","Person33_52","MC2-Image-Data/Person33/Person33_52.jpg","","TRUE"
"3505","1928","2566","1471","0.07659","brownDie","Person33","Person33_61","MC2-Image-Data/Person33/Person33_61.jpg","","TRUE"
"3639","1909","2599","1515","0.07847","stickerBox","Person33","Person33_61","MC2-Image-Data/Person33/Person33_61.jpg","","FALSE"
"546","467","131","97","0.92864","turtle","Person33","Person33_10","MC2-Image-Data/Person33/Person33_10.jpg","","TRUE"
"777","597","1350","1194","0.35863","giftBag","Person33","Person33_21","MC2-Image-Data/Person33/Person33_21.jpg","","FALSE"
"1002","726","383","263","0.76874","partyFavor","Person33","Person33_25","MC2-Image-Data/Person33/Person33_25.jpg","","TRUE"
"1314","2819","1311","1806","0.27824","birdCall","Person33","Person33_35","MC2-Image-Data/Person33/Person33_35.jpg","","FALSE"
"2936","2181","3766","1612","0.09202","cupcakePaper","Person33","Person33_44","MC2-Image-Data/Person33/Person33_44.jpg","","FALSE"
"1540","2426","1075","736","0.94322","turtle","Person33","Person33_44","MC2-Image-Data/Person33/Person33_44.jpg","","TRUE"
"1459","1902","2811","1647","0.07165","turtle","Person33","Person33_34","MC2-Image-Data/Person33/Person33_34.jpg","","TRUE"
"2313","1621","1072","994","0.22439","redWhistle","Person33","Person33_34","MC2-Image-Data/Person33/Person33_34.jpg","","TRUE"
"644","370","114","85","0.84221","brownDie","Person33","Person33_9","MC2-Image-Data/Person33/Person33_9.jpg","","TRUE"
"1446","1882","2893","1577","0.20398","redBow","Person33","Person33_36","MC2-Image-Data/Person33/Person33_36.jpg","","FALSE"
"586","1097","233","219","0.06962","partyFavor","Person33","Person33_26","MC2-Image-Data/Person33/Person33_26.jpg","","FALSE"
"849","527","1274","396","0.0868","giftBag","Person33","Person33_24","MC2-Image-Data/Person33/Person33_24.jpg","","TRUE"
"753","660","632","366","0.30818","giftBag","Person33","Person33_17","MC2-Image-Data/Person33/Person33_17.jpg","","TRUE"
"282","151","109","108","0.62039","brownDie","Person33","Person33_1","MC2-Image-Data/Person33/Person33_1.jpg","","TRUE"
"282","152","106","111","0.6274","lavenderDie","Person33","Person33_1","MC2-Image-Data/Person33/Person33_1.jpg","","TRUE"
"998","1308","1018","968","0.36555","turtle","Person33","Person33_33","MC2-Image-Data/Person33/Person33_33.jpg","","TRUE"
"2808","1099","558","455","0.62482","lavenderDie","Person33","Person33_33","MC2-Image-Data/Person33/Person33_33.jpg","","TRUE"
"2810","1087","588","481","0.75743","brownDie","Person33","Person33_33","MC2-Image-Data/Person33/Person33_33.jpg","","TRUE"
"649","24","144","50","0.10826","hairClip","Person33","Person33_23","MC2-Image-Data/Person33/Person33_23.jpg","","FALSE"
